zipcode,city,county,population
66507,Maple Hill,Wabaunsee County,1215
67441,Enterprise,Dickinson County,1203
67578,Stafford,Stafford County,1203
67879,Tribune,Greeley County,1185
67451,Hope,Dickinson County,1176
66938,Clyde,Cloud County,1173
66097,Winchester,Jefferson County,1171
67758,Sharon Springs,Wallace County,1164
66078,Princeton,Franklin County,1143
66537,Scranton,Osage County,1132
67838,Deerfield,Kearny County,1121
67865,Minneola,Clark County,1112
66724,Cherokee,Crawford County,1109
66427,Frankfort,Marshall County,1107
66095,Williamsburg,Franklin County,1102
66546,Wakarusa,Shawnee County,1099
66543,Vassar,Osage County,1094
66845,Cottonwood Falls,Chase County,1094
67149,Viola,Sedgwick County,1092
66956,Mankato,Jewell County,1083
67416,Assaria,Saline County,1080
66756,Mulberry,Crawford County,1068
66945,Hanover,Washington County,1057
67019,Burden,Cowley County,1056
67464,Marquette,Mcpherson County,1032
67029,Coldwater,Comanche County,1019
67525,Claflin,Barton County,1004
67070,Kiowa,Barber County,1002
67837,Copeland,Gray County,997
66072,Parker,Linn County,995
66023,Effingham,Atchison County,994
66872,White City,Morris County,974
67059,Haviland,Kiowa County,971
67484,Tescott,Ottawa County,970
66937,Clifton,Washington County,966
66857,Le Roy,Coffey County,964
67024,Cedar Vale,Chautauqua County,963
67437,Downs,Osborne County,962
67583,Turon,Reno County,953
66781,Weir,Cherokee County,935
66834,Alta Vista,Wabaunsee County,932
67514,Arlington,Reno County,932
66770,Riverton,Cherokee County,929
66449,Leonardville,Riley County,928
66771,St. Paul,Neosho County,926
66526,Paxico,Wabaunsee County,924
66423,Eskridge,Wabaunsee County,918
67009,Attica,Harper County,916
67140,South Haven,Sumner County,907
67344,Elk City,Montgomery County,899
67831,Ashland,Clark County,897
67834,Bucklin,Ford County,895
67954,Rolla,Morton County,894
67349,Howard,Elk County,893
66868,Reading,Lyon County,891
67120,Peck,Sedgwick County,885
67490,Wilson,Ellsworth County,885
66080,Richmond,Franklin County,882
67035,Cunningham,Kingman County,881
67342,Edna,Labette County,880
67038,Dexter,Cowley County,861
67466,Miltonvale,Cloud County,849
66755,Moran,Allen County,837
66403,Axtell,Marshall County,819
66015,Colony,Anderson County,811
66548,Waterville,Marshall County,809
67844,Fowler,Meade County,809
67232,Wichita,Sedgwick County,785
66532,Robinson,Brown County,763
67118,Norwich,Kingman County,761
66415,Centralia,Nemaha County,760
66773,Scammon,Cherokee County,753
67354,Mound Valley,Labette County,750
66041,Lancaster,Atchison County,745
66010,Blue Mound,Linn County,744
66840,Burns,Marion County,742
66869,Strong City,Chase County,739
66528,Quenemo,Osage County,735
66079,Rantoul,Franklin County,727
67859,Kismet,Seward County,726
67457,Little River,Rice County,725
67646,Logan,Phillips County,725
67731,Bird City,Cheyenne County,725
66510,Melvern,Osage County,722
67004,Argonia,Sumner County,714
66951,Kensington,Smith County,711
67430,Cawker City,Mitchell County,710
67047,Fall River,Greenwood County,707
67853,Ingalls,Gray County,707
66033,Greeley,Anderson County,693
67223,Wichita,Sedgwick County,689
66854,Hartford,Lyon County,685
66621,Topeka,Shawnee County,679
66042,Lane,Franklin County,678
66751,La Harpe,Allen County,668
66966,Scandia,Republic County,662
67450,Holyrood,Ellsworth County,658
67008,Atlanta,Cowley County,653
67566,Partridge,Reno County,652
66431,Harveyville,Wabaunsee County,651
67436,Delphos,Ottawa County,650
66093,Westphalia,Anderson County,649
67454,Kanopolis,Ellsworth County,649
66031,New Century,Johnson County,646
67053,Goessel,Marion County,639
66852,Gridley,Coffey County,635
67622,Almena,Norton County,632
67645,Lenora,Norton County,630
66949,Jewell,Jewell County,609
66735,Franklin,Crawford County,603
67353,Moline,Elk County,601
67523,Burdett,Pawnee County,601
67151,Walton,Harvey County,600
66550,Wetmore,Nemaha County,591
66953,Linn,Washington County,589
67123,Potwin,Butler County,589
67445,Glasco,Cloud County,589
66943,Greenleaf,Washington County,581
67552,Lewis,Edwards County,579
66520,Olsburg,Pottawatomie County,574
67738,Grinnell,Gove County,573
67444,Geneseo,Rice County,569
66779,Uniontown,Bourbon County,567
66717,Buffalo,Wilson County,563
66429,Grantville,Jefferson County,561
67134,Sawyer,Pratt County,561
66416,Circleville,Jackson County,558
66024,Elwood,Doniphan County,556
67557,Macksville,Stafford County,551
66939,Courtland,Republic County,548
67446,Glen Elder,Mitchell County,547
67481,Sylvan Grove,Lincoln County,545
67567,Pawnee Rock,Barton County,544
66026,Fontana,Miami County,543
67575,Rush Center,Rush County,540
67127,Protection,Comanche County,538
66039,Kincaid,Anderson County,537
67648,Lucas,Russell County,535
66777,Toronto,Woodson County,533
67524,Chase,Rice County,532
66711,Arcadia,Crawford County,525
66554,Randolph,Riley County,523
67425,Brookville,Saline County,523
67340,Dearing,Montgomery County,522
67952,Moscow,Stevens County,516
67640,Gorham,Russell County,514
67470,New Cambria,Saline County,512
67352,Longton,Elk County,506
66425,Fairview,Brown County,495
66710,Altoona,Wilson County,495
66780,Walnut,Crawford County,495
67137,Severy,Greenwood County,490
67016,Bentley,Sedgwick County,487
66407,Belvue,Pottawatomie County,483
66851,Florence,Marion County,483
66767,Prescott,Linn County,478
67737,Grainfield,Gove County,470
67732,Brewster,Thomas County,468
66016,Cummings,Atchison County,466
66849,Dwight,Morris County,465
67483,Tampa,Marion County,464
66740,Galesburg,Neosho County,461
67572,Ransom,Ness County,461
66833,Allen,Lyon County,460
67565,Otis,Rush County,460
66842,Cassoday,Butler County,456
66769,Redfield,Bourbon County,451
66853,Hamilton,Greenwood County,451
67427,Bushton,Rice County,450
66404,Baileyville,Nemaha County,449
67073,Lehigh,Marion County,442
66952,Lebanon,Smith County,438
66948,Jamestown,Cloud County,436
66552,Whiting,Jackson County,433
66540,Soldier,Jackson County,431
67764,Winona,Logan County,429
66418,Delia,Jackson County,428
67753,Rexford,Thomas County,428
66091,Welda,Anderson County,427
67132,Rosalia,Butler County,425
67360,Peru,Chautauqua County,425
67651,Natoma,Osborne County,424
67757,Selden,Sheridan County,423
67347,Havana,Montgomery County,421
66424,Everest,Brown County,420
66408,Bern,Nemaha County,419
66515,Morrill,Brown County,417
67051,Geuda Springs,Sumner County,410
66754,Mapleton,Bourbon County,407
66017,Denton,Doniphan County,404
67745,Mc Donald,Rawlins County,404
66422,Emmett,Pottawatomie County,403
66417,Corning,Nemaha County,401
67842,Ford,Ford County,401
67733,Edson,Sherman County,395
67849,Hanston,Hodgeman County,394
66716,Bronson,Bourbon County,387
67516,Bazine,Ness County,386
67653,Norcatur,Decatur County,386
66864,Neosho Rapids,Lyon County,384
67741,Kanorado,Sherman County,382
66544,Vermillion,Marshall County,375
67447,Green,Clay County,373
66936,Burr Oak,Jewell County,365
67491,Windom,Mcpherson County,364
66406,Beattie,Marshall County,355
66428,Goff,Nemaha County,352
67131,Rock,Cowley County,349
67563,Offerle,Edwards County,348
66419,Denison,Jackson County,347
67071,Lake City,Barber County,347
67066,Iuka,Pratt County,344
67341,Dennis,Labette County,344
67346,Grenola,Elk County,344
67485,Tipton,Mitchell County,343
67109,Mullinville,Kiowa County,342
67138,Sharon,Barber County,342
67850,Healy,Lane County,337
66940,Cuba,Republic County,335
67041,Elbing,Butler County,335
67621,Agra,Phillips County,333
66501,Mc Farland,Wabaunsee County,332
67734,Gem,Thomas County,329
67142,Spivey,Kingman County,321
66732,Elsmore,Allen County,318
67841,Ensign,Gray County,318
66858,Lincolnville,Marion County,316
67106,Milton,Sumner County,316
67862,Manter,Stanton County,311
66432,Havensville,Pottawatomie County,308
66942,Formoso,Jewell County,306
66094,White Cloud,Doniphan County,298
67649,Luray,Russell County,296
67028,Coats,Pratt County,294
67581,Sylvia,Reno County,289
66516,Netawaka,Jackson County,288
67474,Portis,Osborne County,288
67065,Isabel,Barber County,286
67227,Wichita,Sedgwick County,285
67442,Falun,Saline County,283
66933,Barnes,Washington County,281
67520,Bison,Rush County,280
67511,Albert,Barton County,278
67468,Morganville,Clay County,277
66019,Clearview City,Johnson County,276
66527,Powhattan,Brown County,276
67023,Cambridge,Cowley County,274
67647,Long Island,Phillips County,272
67625,Bogue,Graham County,270
66859,Lost Springs,Marion County,268
66873,Wilsey,Morris County,265
66738,Fulton,Bourbon County,264
66962,Palmer,Washington County,264
67664,Prairie View,Phillips County,264
66014,Centerville,Linn County,263
67057,Hardtner,Barber County,262
67644,Kirwin,Phillips County,261
67351,Liberty,Montgomery County,259
67458,Longford,Clay County,258
67638,Gaylord,Smith County,254
67564,Olmitz,Barton County,251
67657,Palco,Rooks County,251
66058,Muscotah,Atchison County,248
66930,Agenda,Republic County,248
67568,Plevna,Reno County,245
67364,Tyro,Montgomery County,243
67882,Wright,Ford County,243
66761,Piqua,Woodson County,242
67112,Nashville,Kingman County,240
66746,Hepler,Crawford County,239
67751,Park,Gove County,239
66850,Elmdale,Chase County,237
67868,Pierceville,Finney County,237
67761,Wallace,Wallace County,235
67438,Durham,Marion County,233
67459,Lorraine,Ellsworth County,229
67556,Mc Cracken,Rush County,229
67634,Dorrance,Russell County,229
66758,Neosho Falls,Woodson County,224
66958,Morrowville,Washington County,224
67072,Latham,Butler County,220
67626,Bunker Hill,Russell County,219
67863,Marienthal,Wichita County,215
66741,Garland,Bourbon County,213
67762,Weskan,Wallace County,213
67650,Morland,Graham County,212
67736,Gove,Gove County,211
67111,Murdock,Kingman County,209
67512,Alden,Rice County,208
67103,Mayfield,Sumner County,206
66008,Bendena,Doniphan County,205
67423,Beverly,Lincoln County,202
67573,Raymond,Rice County,202
66772,Savonburg,Allen County,201
67632,Damar,Rooks County,201
67836,Coolidge,Hamilton County,201
67643,Jennings,Decatur County,200
67510,Abbyville,Reno County,198
66734,Farlington,Crawford County,197
66714,Benedict,Wilson County,196
67155,Wilmore,Comanche County,194
66541,Summerfield,Marshall County,193
67529,Garfield,Pawnee County,193
67857,Kendall,Hamilton County,190
67553,Liebenthal,Rush County,186
67739,Herndon,Rawlins County,186
66963,Randall,Jewell County,182
66959,Munden,Republic County,178
67519,Belpre,Edwards County,176
67122,Piedmont,Greenwood County,175
67492,Woodbine,Dickinson County,175
67675,Woodston,Rooks County,171
66412,Bremen,Marshall County,169
66944,Haddam,Washington County,169
67545,Hudson,Stafford County,167
67667,Schoenchen,Ellis County,167
66830,Admire,Lyon County,166
67574,Rozel,Pawnee County,163
67018,Bluff City,Harper County,157
67623,Alton,Osborne County,157
67418,Barnard,Lincoln County,154
67631,Collyer,Trego County,154
67747,Monument,Logan County,154
67584,Utica,Ness County,151
66843,Cedar Point,Chase County,149
67417,Aurora,Cloud County,147
67639,Glade,Phillips County,147
67744,Ludell,Rawlins County,147
67629,Clayton,Norton County,146
67105,Milan,Sumner County,145
67061,Hazelton,Barber County,143
67475,Ramona,Marion County,143
67452,Hunter,Mitchell County,140
66870,Virgil,Greenwood County,139
67049,Freeport,Harper County,137
66522,Oneida,Nemaha County,135
66782,West Mineral,Cherokee County,134
66518,Oketo,Marshall County,132
66775,Stark,Neosho County,130
67521,Brownell,Ness County,130
67743,Levant,Thomas County,130
66960,Narka,Republic County,124
67355,Niotaze,Chautauqua County,122
67332,Bartlett,Labette County,119
66941,Esbon,Jewell County,118
66438,Home,Marshall County,117
67363,Sycamore,Montgomery County,115
67953,Richfield,Morton County,115
67482,Talmage,Dickinson County,112
67628,Cedar,Smith County,112
66964,Republic,Republic County,109
67673,Waldo,Russell County,106
66622,Topeka,Shawnee County,105
67345,Elk Falls,Elk County,104
66838,Burdick,Morris County,101
66970,Webber,Jewell County,100
67159,Zenda,Kingman County,99
66946,Hollenberg,Washington County,98
67840,Englewood,Clark County,97
66932,Athol,Smith County,96
67635,Dresden,Decatur County,93
67658,Paradise,Russell County,91
66862,Matfield Green,Chase County,87
67660,Pfeifer,Ellis County,77
67513,Alexander,Rush County,74
67055,Greenwich,Sedgwick County,72
66955,Mahaska,Washington County,71
67659,Penokee,Graham County,71
67656,Ogallah,Trego County,63
67150,Waldron,Harper County,59
67478,Simpson,Mitchell County,58
67674,Walker,Ellis County,58
67036,Danville,Harper County,56
67518,Beeler,Ness County,53
67143,Sun City,Barber County,40
66863,Neal,Greenwood County,39
67334,Chautauqua,Chautauqua County,39
67515,Arnold,Ness County,35
66728,Crestline,Cherokee County,33
67021,Byers,Pratt County,26
67012,Beaumont,Butler County,18
67559,Nekoma,Rush County,11
87121,Albuquerque,Bernalillo County,78276
87114,Albuquerque,Bernalillo County,68789
87120,Albuquerque,Bernalillo County,63884
87105,Albuquerque,Bernalillo County,58119
87111,Albuquerque,Bernalillo County,57108
87124,Rio Rancho,Sandoval County,55173
87507,Santa Fe,Santa Fe County,49451
87401,Farmington,San Juan County,46614
88101,Clovis,Curry County,46510
87123,Albuquerque,Bernalillo County,44367
87031,Los Lunas,Valencia County,44364
87112,Albuquerque,Bernalillo County,42256
88240,Hobbs,Lea County,40944
87109,Albuquerque,Bernalillo County,38967
87110,Albuquerque,Bernalillo County,38495
87108,Albuquerque,Bernalillo County,37438
88220,Carlsbad,Eddy County,37329
88310,Alamogordo,Otero County,36707
88001,Las Cruces,Dona Ana County,36050
87107,Albuquerque,Bernalillo County,30831
87505,Santa Fe,Santa Fe County,30502
88012,Las Cruces,Dona Ana County,30500
88203,Roswell,Chaves County,30463
88011,Las Cruces,Dona Ana County,30308
88005,Las Cruces,Dona Ana County,26940
88201,Roswell,Chaves County,26485
87106,Albuquerque,Bernalillo County,26025
87301,Gallup,Mckinley County,24592
88030,Deming,Luna County,22882
87002,Belen,Valencia County,21993
88021,Anthony,Dona Ana County,19623
87508,Santa Fe,Santa Fe County,19447
87102,Albuquerque,Bernalillo County,19191
87701,Las Vegas,San Miguel County,19020
87532,Espanola,Rio Arriba County,18641
87544,Los Alamos,Los Alamos County,18625
87122,Albuquerque,Bernalillo County,18546
88210,Artesia,Eddy County,18097
88061,Silver City,Grant County,17736
88130,Portales,Roosevelt County,17476
87413,Bloomfield,San Juan County,16917
87410,Aztec,San Juan County,16766
87113,Albuquerque,Bernalillo County,15712
87501,Santa Fe,Santa Fe County,15308
88260,Lovington,Lea County,14869
88063,Sunland Park,Dona Ana County,14044
87506,Santa Fe,Santa Fe County,13784
87104,Albuquerque,Bernalillo County,13534
87015,Edgewood,Santa Fe County,13399
87571,Taos,Taos County,12197
87420,Shiprock,San Juan County,12179
87004,Bernalillo,Sandoval County,11673
87020,Grants,Cibola County,11069
87059,Tijeras,Bernalillo County,10488
87402,Farmington,San Juan County,10089
87801,Socorro,Socorro County,9373
87048,Corrales,Sandoval County,9072
87327,Zuni,Mckinley County,9002
88008,Santa Teresa,Dona Ana County,8552
88345,Ruidoso,Lincoln County,8546
87035,Moriarty,Torrance County,7512
88242,Hobbs,Lea County,7439
87740,Raton,Colfax County,7007
88401,Tucumcari,Quay County,6611
87901,Truth Or Consequences,Sierra County,6224
87557,Ranchos De Taos,Taos County,5980
87313,Crownpoint,Mckinley County,5967
87417,Kirtland,San Juan County,5704
87013,Cuba,Sandoval County,5556
87529,El Prado,Taos County,5116
87416,Fruitland,San Juan County,5111
88230,Dexter,Chaves County,4972
87068,Bosque Farms,Valencia County,4897
87043,Placitas,Sandoval County,4686
87047,Sandia Park,Bernalillo County,4665
88352,Tularosa,Otero County,4605
88330,Holloman Air Force Base,Otero County,4096
87026,Laguna,Cibola County,4090
87311,Church Rock,Mckinley County,4084
87323,Thoreau,Mckinley County,4015
87116,Albuquerque,Bernalillo County,3919
88340,Mescalero,Otero County,3834
88435,Santa Rosa,Guadalupe County,3707
87001,Algodones,Sandoval County,3639
88231,Eunice,Lea County,3584
87042,Peralta,Valencia County,3576
87528,Dulce,Rio Arriba County,3546
88415,Clayton,Union County,3468
87552,Pecos,San Miguel County,3459
87021,Milan,Cibola County,3421
87937,Hatch,Dona Ana County,3404
87375,Yatahey,Mckinley County,3390
88045,Lordsburg,Hidalgo County,3350
88044,La Mesa,Dona Ana County,3299
87305,Gallup,Mckinley County,3209
87016,Estancia,Torrance County,3184
87566,San Juan Pueblo,Rio Arriba County,3128
87325,Tohatchi,Mckinley County,3110
88312,Alto,Lincoln County,2919
87052,Santo Domingo Pueblo,Sandoval County,2858
88346,Ruidoso Downs,Lincoln County,2728
87522,Chimayo,Rio Arriba County,2715
87537,Hernandez,Rio Arriba County,2698
88072,Vado,Dona Ana County,2572
88023,Bayard,Grant County,2465
87008,Cedar Crest,Bernalillo County,2464
87321,Ramah,Mckinley County,2431
88048,Mesquite,Dona Ana County,2402
87328,Navajo,Mckinley County,2372
87556,Questa,Taos County,2370
87024,Jemez Pueblo,Sandoval County,2334
87511,Alcalde,Rio Arriba County,2328
87825,Magdalena,Socorro County,2260
88316,Capitan,Lincoln County,2195
88232,Hagerman,Chaves County,2161
88047,Mesilla Park,Dona Ana County,2132
88252,Jal,Lea County,2039
87319,Mentmore,Mckinley County,2014
88119,Fort Sumner,De Baca County,1964
87034,Pueblo Of Acoma,Valencia County,1821
87317,Gamerco,Mckinley County,1778
87415,Flora Vista,San Juan County,1715
87455,Newcomb,San Juan County,1714
88337,La Luz,Otero County,1706
88256,Loving,Eddy County,1696
87326,Vanderwagen,Mckinley County,1690
88317,Cloudcroft,Otero County,1656
